periodo,destino,exportaciones_musd,continente,subregion,pais
2021-09-01,Europa. Unión Europea,591.786574899548,Europa,,Unión Europea
2021-10-01,Europa. Unión Europea,772.504547195832,Europa,,Unión Europea
2021-11-01,Europa. Unión Europea,705.603234624079,Europa,,Unión Europea
2021-12-01,Europa. Unión Europea,759.170316710359,Europa,,Unión Europea
2022-01-01,Europa. Unión Europea,578.65119501,Europa,,Unión Europea
2022-02-01,Europa. Unión Europea,655.60306405,Europa,,Unión Europea
2022-03-01,Europa. Unión Europea,549.93030946,Europa,,Unión Europea
2022-04-01,Europa. Unión Europea,564.385489,Europa,,Unión Europea
2022-05-01,Europa. Unión Europea,702.42152831,Europa,,Unión Europea
2022-06-01,Europa. Unión Europea,710.02401315,Europa,,Unión Europea
2022-07-01,Europa. Unión Europea,690.09286962,Europa,,Unión Europea
2022-08-01,Europa. Unión Europea,647.64998902,Europa,,Unión Europea
2022-09-01,Europa. Unión Europea,588.63514534,Europa,,Unión Europea
2022-10-01,Europa. Unión Europea,645.3218916,Europa,,Unión Europea
2022-11-01,Europa. Unión Europea,743.41111345,Europa,,Unión Europea
2022-12-01,Europa. Unión Europea,841.32948479,Europa,,Unión Europea
2023-01-01,Europa. Unión Europea,471.09180965,Europa,,Unión Europea
2023-02-01,Europa. Unión Europea,648.12453176,Europa,,Unión Europea
2023-03-01,Europa. Unión Europea,703.71775772,Europa,,Unión Europea
2023-04-01,Europa. Unión Europea,542.25688778,Europa,,Unión Europea
2023-05-01,Europa. Unión Europea,839.06331221,Europa,,Unión Europea
2023-06-01,Europa. Unión Europea,610.80350334,Europa,,Unión Europea
2023-07-01,Europa. Unión Europea,682.00001589,Europa,,Unión Europea
2023-08-01,Europa. Unión Europea,783.60403495,Europa,,Unión Europea
2023-09-01,Europa. Unión Europea,576.46919422,Europa,,Unión Europea
2023-10-01,Europa. Unión Europea,694.27308051,Europa,,Unión Europea
2023-11-01,Europa. Unión Europea,686.92650528,Europa,,Unión Europea
2023-12-01,Europa. Unión Europea,493.27683692,Europa,,Unión Europea
2024-01-01,Europa. Unión Europea,686.73878396,Europa,,Unión Europea
2024-02-01,Europa. Unión Europea,604.45664239,Europa,,Unión Europea
2024-03-01,Europa. Unión Europea,867.94221162,Europa,,Unión Europea
2024-04-01,Europa. Unión Europea,822.43565344,Europa,,Unión Europea
2024-05-01,Europa. Unión Europea,766.17085884,Europa,,Unión Europea
2024-06-01,Europa. Unión Europea,664.4591846,Europa,,Unión Europea
2024-07-01,Europa. Unión Europea,941.34356367,Europa,,Unión Europea
2024-08-01,Europa. Unión Europea,843.14714079,Europa,,Unión Europea
2024-09-01,Europa. Unión Europea,670.15132133,Europa,,Unión Europea
2024-10-01,Europa. Unión Europea,747.20819409,Europa,,Unión Europea
2024-11-01,Europa. Unión Europea,570.40910864,Europa,,Unión Europea
2024-12-01,Europa. Unión Europea,685.17827263,Europa,,Unión Europea
2025-01-01,Europa. Unión Europea,634.8858111,Europa,,Unión Europea
2025-02-01,Europa. Unión Europea,812.09041343,Europa,,Unión Europea
2025-03-01,Europa. Unión Europea,771.92206882,Europa,,Unión Europea
2025-04-01,Europa. Unión Europea,871.24763436,Europa,,Unión Europea
2025-05-01,Europa. Unión Europea,1000.7918938,Europa,,Unión Europea
2025-06-01,Europa. Unión Europea,865.55001653,Europa,,Unión Europea
2025-07-01,Europa. Unión Europea,873.86685124,Europa,,Unión Europea
2025-08-01,Europa. Unión Europea,921.45851395,Europa,,Unión Europea
2025-09-01,Europa. Unión Europea,1063.181643,Europa,,Unión Europea
2025-10-01,Europa. Unión Europea,875.79901843,Europa,,Unión Europea
2025-11-01,Europa. Unión Europea,1023.1548602,Europa,,Unión Europea
2025-12-01,Europa. Unión Europea,1016.2489805,Europa,,Unión Europea
2026-01-01,Europa. Unión Europea,1018.3063421,Europa,,Unión Europea
2026-02-01,Europa. Unión Europea,745.70192472,Europa,,Unión Europea
2026-03-01,Europa. Unión Europea,937.50991091,Europa,,Unión Europea
2026-04-01,Europa. Unión Europea,986.62617642,Europa,,Unión Europea
2026-05-01,Europa. Unión Europea,1004.1306614,Europa,,Unión Europea
2026-06-01,Europa. Unión Europea,1115.8253475,Europa,,Unión Europea
2003-01-01,Asia. China,122.73075,Asia,,China
2003-02-01,Asia. China,142.71080821,Asia,,China
2003-03-01,Asia. China,126.28406759,Asia,,China
2003-04-01,Asia. China,142.09876167,Asia,,China
2003-05-01,Asia. China,190.39172554,Asia,,China
2003-06-01,Asia. China,138.47107266,Asia,,China
2003-07-01,Asia. China,154.97503317,Asia,,China
2003-08-01,Asia. China,158.12495319,Asia,,China
2003-09-01,Asia. China,180.64402831,Asia,,China
2003-10-01,Asia. China,202.11594211,Asia,,China
2003-11-01,Asia. China,172.74398807,Asia,,China
2003-12-01,Asia. China,177.72875854,Asia,,China
2004-01-01,Asia. China,163.36002766,Asia,,China
2004-02-01,Asia. China,249.55744564,Asia,,China
2004-03-01,Asia. China,221.06539264,Asia,,China
2004-04-01,Asia. China,225.19780526,Asia,,China
2004-05-01,Asia. China,256.94104051,Asia,,China
2004-06-01,Asia. China,251.22967527,Asia,,China
2004-07-01,Asia. China,321.1562855,Asia,,China
2004-08-01,Asia. China,268.51402087,Asia,,China
2004-09-01,Asia. China,322.9675262,Asia,,China
2004-10-01,Asia. China,364.33744941,Asia,,China
2004-11-01,Asia. China,394.87245404,Asia,,China
2004-12-01,Asia. China,402.5943753,Asia,,China
2005-01-01,Asia. China,242.98765112,Asia,,China
2005-02-01,Asia. China,407.60107762,Asia,,China
2005-03-01,Asia. China,347.93089896,Asia,,China
2005-04-01,Asia. China,385.09232784,Asia,,China
2005-05-01,Asia. China,419.57321826,Asia,,China
2005-06-01,Asia. China,488.24361993,Asia,,China
2005-07-01,Asia. China,405.35830571,Asia,,China
2005-08-01,Asia. China,416.54184887,Asia,,China
2005-09-01,Asia. China,446.85612078,Asia,,China
2005-10-01,Asia. China,348.16901192,Asia,,China
2005-11-01,Asia. China,488.93066463,Asia,,China
2005-12-01,Asia. China,498.23541875,Asia,,China
2006-01-01,Asia. China,258.90797904,Asia,,China
2006-02-01,Asia. China,460.74312985,Asia,,China
2006-03-01,Asia. China,434.3143949,Asia,,China
2006-04-01,Asia. China,465.3018312,Asia,,China
2006-05-01,Asia. China,290.87137449,Asia,,China
2006-06-01,Asia. China,593.22580605,Asia,,China
2006-07-01,Asia. China,412.98599682,Asia,,China
2006-08-01,Asia. China,377.09956332,Asia,,China
2006-09-01,Asia. China,419.57674271,Asia,,China
2006-10-01,Asia. China,436.97687482,Asia,,China
2006-11-01,Asia. China,427.68320088,Asia,,China
2006-12-01,Asia. China,677.16296287,Asia,,China
2007-01-01,Asia. China,723.42870027,Asia,,China
2007-02-01,Asia. China,950.96505818,Asia,,China
2007-03-01,Asia. China,986.54453405,Asia,,China
2007-04-01,Asia. China,957.51313692,Asia,,China
2007-05-01,Asia. China,1011.5783387,Asia,,China
2007-06-01,Asia. China,829.14476192,Asia,,China
2007-07-01,Asia. China,591.81406877,Asia,,China
2007-08-01,Asia. China,625.08705591,Asia,,China
2007-09-01,Asia. China,821.93683965,Asia,,China
2007-10-01,Asia. China,947.75306969,Asia,,China
2007-11-01,Asia. China,1073.4413539,Asia,,China
2007-12-01,Asia. China,986.70668322,Asia,,China
2008-01-01,Asia. China,1027.4905982,Asia,,China
2008-02-01,Asia. China,1016.8626849,Asia,,China
2008-03-01,Asia. China,891.24098749,Asia,,China
2008-04-01,Asia. China,707.98201378,Asia,,China
2008-05-01,Asia. China,819.36805845,Asia,,China
2008-06-01,Asia. China,730.97491256,Asia,,China
2008-07-01,Asia. China,619.15876705,Asia,,China
2008-08-01,Asia. China,635.83052633,Asia,,China
2008-09-01,Asia. China,653.82171919,Asia,,China
2008-10-01,Asia. China,509.6990767,Asia,,China
2008-11-01,Asia. China,311.54569539,Asia,,China
2008-12-01,Asia. China,595.61129102,Asia,,China
2009-01-01,Asia. China,528.38902167,Asia,,China
2009-02-01,Asia. China,677.64795377,Asia,,China
2009-03-01,Asia. China,883.86917251,Asia,,China
2009-04-01,Asia. China,1057.2132875,Asia,,China
2009-05-01,Asia. China,1087.909676,Asia,,China
2009-06-01,Asia. China,1181.4776181,Asia,,China
2009-07-01,Asia. China,1098.4115094,Asia,,China
2009-08-01,Asia. China,1269.7723945,Asia,,China
2009-09-01,Asia. China,892.49396343,Asia,,China
2009-10-01,Asia. China,1570.8403512,Asia,,China
2009-11-01,Asia. China,1400.0562405,Asia,,China
2009-12-01,Asia. China,1380.1296968,Asia,,China
2010-01-01,Asia. China,1237.7912234,Asia,,China
2010-02-01,Asia. China,1331.6032729,Asia,,China
2010-03-01,Asia. China,1425.3526228,Asia,,China
2010-04-01,Asia. China,1164.6823772,Asia,,China
2010-05-01,Asia. China,1010.1922561,Asia,,China
2010-06-01,Asia. China,1417.6641643,Asia,,China
2010-07-01,Asia. China,1526.4691903,Asia,,China
2010-08-01,Asia. China,1360.976525,Asia,,China
2010-09-01,Asia. China,1465.6453147,Asia,,China
2010-10-01,Asia. China,1536.9098851,Asia,,China
2010-11-01,Asia. China,1786.1914263,Asia,,China
2010-12-01,Asia. China,2061.4285743,Asia,,China
2011-01-01,Asia. China,1365.3362249,Asia,,China
2011-02-01,Asia. China,1095.1393267,Asia,,China
2011-03-01,Asia. China,1418.2810952,Asia,,China
2011-04-01,Asia. China,1328.9690887,Asia,,China
2011-05-01,Asia. China,1398.7517185,Asia,,China
2011-06-01,Asia. China,1657.3253823,Asia,,China
2011-07-01,Asia. China,1568.2292679,Asia,,China
2011-08-01,Asia. China,1589.282965,Asia,,China
2011-09-01,Asia. China,1708.8731049,Asia,,China
2011-10-01,Asia. China,1599.5839212,Asia,,China
2011-11-01,Asia. China,1723.7503421,Asia,,China
2011-12-01,Asia. China,2175.7251533,Asia,,China
2012-01-01,Asia. China,1581.1171446,Asia,,China
2012-02-01,Asia. China,1373.2413653,Asia,,China
2012-03-01,Asia. China,1321.5483059,Asia,,China
2012-04-01,Asia. China,1251.0332658,Asia,,China
2012-05-01,Asia. China,1416.5801759,Asia,,China
2012-06-01,Asia. China,1441.2154911,Asia,,China
2012-07-01,Asia. China,1341.2125437,Asia,,China
2012-08-01,Asia. China,1560.960053,Asia,,China
2012-09-01,Asia. China,1341.5937746,Asia,,China
2012-10-01,Asia. China,1823.5226794,Asia,,China
2012-11-01,Asia. China,1563.4560996,Asia,,China
2012-12-01,Asia. China,2062.7925492,Asia,,China
2013-01-01,Asia. China,1678.6234475,Asia,,China
2013-02-01,Asia. China,1214.203191,Asia,,China
2013-03-01,Asia. China,1031.7444523,Asia,,China
2013-04-01,Asia. China,1440.1681933,Asia,,China
2013-05-01,Asia. China,1756.9796032,Asia,,China
2013-06-01,Asia. China,1426.3057689,Asia,,China
2013-07-01,Asia. China,1478.6177812,Asia,,China
2013-08-01,Asia. China,1835.0031025,Asia,,China
2013-09-01,Asia. China,1555.1931463,Asia,,China
2013-10-01,Asia. China,2034.8231464,Asia,,China
2013-11-01,Asia. China,1742.315079,Asia,,China
2013-12-01,Asia. China,1873.2474134,Asia,,China
2014-01-01,Asia. China,1518.92622001594,Asia,,China
2014-02-01,Asia. China,1581.25490083277,Asia,,China
2014-03-01,Asia. China,1579.68353084429,Asia,,China
2014-04-01,Asia. China,1485.23304828425,Asia,,China
2014-05-01,Asia. China,1407.49470763765,Asia,,China
2014-06-01,Asia. China,1335.20941264073,Asia,,China
2014-07-01,Asia. China,1457.09988724411,Asia,,China
2014-08-01,Asia. China,1350.94335864118,Asia,,China
2014-09-01,Asia. China,1600.16716838706,Asia,,China
2014-10-01,Asia. China,1595.97984361056,Asia,,China
2014-11-01,Asia. China,1471.86389800737,Asia,,China
2014-12-01,Asia. China,1808.90002661397,Asia,,China
2015-01-01,Asia. China,1584.566623,Asia,,China
2015-02-01,Asia. China,1261.2572168,Asia,,China
2015-03-01,Asia. China,1548.8521504,Asia,,China
2015-04-01,Asia. China,1418.1975277,Asia,,China
2015-05-01,Asia. China,1139.3362607,Asia,,China
2015-06-01,Asia. China,1418.1297885,Asia,,China
2015-07-01,Asia. China,1138.8368985,Asia,,China
2015-08-01,Asia. China,1236.1745616,Asia,,China
2015-09-01,Asia. China,1295.1458702,Asia,,China
2015-10-01,Asia. China,1293.8011535,Asia,,China
2015-11-01,Asia. China,1413.9157907,Asia,,China
2015-12-01,Asia. China,1471.0459055,Asia,,China
2016-01-01,Asia. China,1518.8118505,Asia,,China
2016-02-01,Asia. China,1410.6151622,Asia,,China
2016-03-01,Asia. China,1404.3723131,Asia,,China
2016-04-01,Asia. China,1373.7185173,Asia,,China
2016-05-01,Asia. China,1366.6890251,Asia,,China
2016-06-01,Asia. China,1135.9601479,Asia,,China
2016-07-01,Asia. China,1262.386724,Asia,,China
2016-08-01,Asia. China,1203.9902585,Asia,,China
2016-09-01,Asia. China,1501.166874,Asia,,China
2016-10-01,Asia. China,1412.6282106,Asia,,China
2016-11-01,Asia. China,1643.43429,Asia,,China
2016-12-01,Asia. China,2114.7059138,Asia,,China
2017-01-01,Asia. China,1574.7258654,Asia,,China
2017-02-01,Asia. China,1063.4612407,Asia,,China
2017-03-01,Asia. China,1193.8646059,Asia,,China
2017-04-01,Asia. China,1276.4333268,Asia,,China
2017-05-01,Asia. China,1264.00151,Asia,,China
2017-06-01,Asia. China,1470.2287519,Asia,,China
2017-07-01,Asia. China,1485.499078,Asia,,China
2017-08-01,Asia. China,1652.6162658,Asia,,China
2017-09-01,Asia. China,1872.8941214,Asia,,China
2017-10-01,Asia. China,2030.7960164,Asia,,China
2017-11-01,Asia. China,1767.8348271,Asia,,China
2017-12-01,Asia. China,2212.0409238,Asia,,China
2018-01-01,Asia. China,2154.7886027,Asia,,China
2018-02-01,Asia. China,1854.8382441,Asia,,China
2018-03-01,Asia. China,1869.1141042,Asia,,China
2018-04-01,Asia. China,2095.8841883,Asia,,China
2018-05-01,Asia. China,2064.4787117,Asia,,China
2018-06-01,Asia. China,2060.5783336,Asia,,China
2018-07-01,Asia. China,1878.2918921,Asia,,China
2018-08-01,Asia. China,1942.3336072,Asia,,China
2018-09-01,Asia. China,1911.4049925,Asia,,China
2018-10-01,Asia. China,2339.125982,Asia,,China
2018-11-01,Asia. China,2142.4856955,Asia,,China
2018-12-01,Asia. China,2565.5162688,Asia,,China
2019-01-01,Asia. China,2356.7471781,Asia,,China
2019-02-01,Asia. China,1775.6299329,Asia,,China
2019-03-01,Asia. China,1488.8525704,Asia,,China
2019-04-01,Asia. China,1597.0640516,Asia,,China
2019-05-01,Asia. China,1819.4021947,Asia,,China
2019-06-01,Asia. China,1429.872726,Asia,,China
2019-07-01,Asia. China,1627.8955607,Asia,,China
2019-08-01,Asia. China,1980.0807811,Asia,,China
2019-09-01,Asia. China,1797.0950073,Asia,,China
2019-10-01,Asia. China,1812.2127567,Asia,,China
2019-11-01,Asia. China,1883.5947349,Asia,,China
2019-12-01,Asia. China,2578.0980039,Asia,,China
2020-01-01,Asia. China,2610.7574907,Asia,,China
2020-02-01,Asia. China,1344.8514738,Asia,,China
2020-03-01,Asia. China,1791.6938532,Asia,,China
2020-04-01,Asia. China,2074.6395205,Asia,,China
2020-05-01,Asia. China,2201.6219194,Asia,,China
2020-06-01,Asia. China,2303.3797415,Asia,,China
2020-07-01,Asia. China,2454.869049,Asia,,China
2020-08-01,Asia. China,2236.8970602,Asia,,China
2020-09-01,Asia. China,2424.8986088,Asia,,China
2020-10-01,Asia. China,2661.9698574,Asia,,China
2020-11-01,Asia. China,2858.1035383,Asia,,China
2020-12-01,Asia. China,3665.7164903,Asia,,China
2021-01-01,Asia. China,3194.36803055355,Asia,,China
2021-02-01,Asia. China,2713.21322936088,Asia,,China
2021-03-01,Asia. China,3108.68636392589,Asia,,China
2021-04-01,Asia. China,2764.6216857031,Asia,,China
2021-05-01,Asia. China,3018.43810514491,Asia,,China
2021-06-01,Asia. China,2623.8682002854,Asia,,China
2021-07-01,Asia. China,2898.63981556406,Asia,,China
2021-08-01,Asia. China,2712.05669686894,Asia,,China
2021-09-01,Asia. China,2778.1459170881,Asia,,China
2021-10-01,Asia. China,3104.61469156229,Asia,,China
2021-11-01,Asia. China,3415.62422753974,Asia,,China
2021-12-01,Asia. China,3946.22868267342,Asia,,China
2022-01-01,Asia. China,3610.1855801,Asia,,China
2022-02-01,Asia. China,2818.8097949,Asia,,China
2022-03-01,Asia. China,2965.0089095,Asia,,China
2022-04-01,Asia. China,3028.7878019,Asia,,China
2022-05-01,Asia. China,3606.8287067,Asia,,China
2022-06-01,Asia. China,3277.8185498,Asia,,China
2022-07-01,Asia. China,2986.5066992,Asia,,China
2022-08-01,Asia. China,2823.9938359,Asia,,China
2022-09-01,Asia. China,2936.2149367,Asia,,China
2022-10-01,Asia. China,3403.8064498,Asia,,China
2022-11-01,Asia. China,3303.7430303,Asia,,China
2022-12-01,Asia. China,4071.3563706,Asia,,China
2023-01-01,Asia. China,4256.184512,Asia,,China
2023-02-01,Asia. China,2702.6748672,Asia,,China
2023-03-01,Asia. China,3267.4859854,Asia,,China
2023-04-01,Asia. China,2488.7942119,Asia,,China
2023-05-01,Asia. China,2591.7561703,Asia,,China
2023-06-01,Asia. China,2666.4199873,Asia,,China
2023-07-01,Asia. China,2529.2295666,Asia,,China
2023-08-01,Asia. China,2537.8041451,Asia,,China
2023-09-01,Asia. China,3066.4029903,Asia,,China
2023-10-01,Asia. China,2959.886276,Asia,,China
2023-11-01,Asia. China,3010.6811307,Asia,,China
2023-12-01,Asia. China,3512.0092176,Asia,,China
2024-01-01,Asia. China,4303.1867186,Asia,,China
2024-02-01,Asia. China,3390.7266905,Asia,,China
2024-03-01,Asia. China,3049.9902562,Asia,,China
2024-04-01,Asia. China,2966.0657614,Asia,,China
2024-05-01,Asia. China,3103.0327311,Asia,,China
2024-06-01,Asia. China,2343.4656023,Asia,,China
2024-07-01,Asia. China,2542.1769389,Asia,,China
2024-08-01,Asia. China,2383.6053517,Asia,,China
2024-09-01,Asia. China,2920.7849652,Asia,,China
2024-10-01,Asia. China,2978.1365328,Asia,,China
2024-11-01,Asia. China,3308.1141864,Asia,,China
2024-12-01,Asia. China,4038.2082719,Asia,,China
2025-01-01,Asia. China,4506.8372961,Asia,,China
2025-02-01,Asia. China,2785.8728581,Asia,,China
2025-03-01,Asia. China,2830.9602941,Asia,,China
2025-04-01,Asia. China,3047.1641647,Asia,,China
2025-05-01,Asia. China,2730.0023433,Asia,,China
2025-06-01,Asia. China,3120.413504,Asia,,China
2025-07-01,Asia. China,2687.1437553,Asia,,China
2025-08-01,Asia. China,3480.8484082,Asia,,China
2025-09-01,Asia. China,3343.389221,Asia,,China
2025-10-01,Asia. China,4027.2072013,Asia,,China
2025-11-01,Asia. China,3146.1032484,Asia,,China
2025-12-01,Asia. China,4940.9700644,Asia,,China
2026-01-01,Asia. China,4298.3214062,Asia,,China
2026-02-01,Asia. China,3188.6967306,Asia,,China
2026-03-01,Asia. China,3351.1144994,Asia,,China
2026-04-01,Asia. China,2972.2244864,Asia,,China
2026-05-01,Asia. China,2980.7429673,Asia,,China
2026-06-01,Asia. China,3697.3510001,Asia,,China
2003-01-01,Asia. Japón,254.14534076,Asia,,Japón
2003-02-01,Asia. Japón,179.98706592,Asia,,Japón
2003-03-01,Asia. Japón,201.95699089,Asia,,Japón
2003-04-01,Asia. Japón,124.66873534,Asia,,Japón
2003-05-01,Asia. Japón,209.11132142,Asia,,Japón
2003-06-01,Asia. Japón,191.45151278,Asia,,Japón
2003-07-01,Asia. Japón,187.17483503,Asia,,Japón
2003-08-01,Asia. Japón,193.05717779,Asia,,Japón
2003-09-01,Asia. Japón,163.60398224,Asia,,Japón
2003-10-01,Asia. Japón,189.63515643,Asia,,Japón
2003-11-01,Asia. Japón,261.121589,Asia,,Japón
2003-12-01,Asia. Japón,269.46279934,Asia,,Japón
2004-01-01,Asia. Japón,295.66678422,Asia,,Japón
2004-02-01,Asia. Japón,333.14148403,Asia,,Japón
2004-03-01,Asia. Japón,264.57016006,Asia,,Japón
2004-04-01,Asia. Japón,325.5490582,Asia,,Japón
2004-05-01,Asia. Japón,301.72427157,Asia,,Japón
2004-06-01,Asia. Japón,359.84399767,Asia,,Japón
2004-07-01,Asia. Japón,286.87677813,Asia,,Japón
2004-08-01,Asia. Japón,395.88385582,Asia,,Japón
2004-09-01,Asia. Japón,260.49747571,Asia,,Japón
2004-10-01,Asia. Japón,339.29801654,Asia,,Japón
2004-11-01,Asia. Japón,323.72970302,Asia,,Japón
2004-12-01,Asia. Japón,420.69047526,Asia,,Japón
2005-01-01,Asia. Japón,389.23593172,Asia,,Japón
2005-02-01,Asia. Japón,329.88352197,Asia,,Japón
2005-03-01,Asia. Japón,445.1740831,Asia,,Japón
2005-04-01,Asia. Japón,343.16287125,Asia,,Japón
2005-05-01,Asia. Japón,268.56789276,Asia,,Japón
2005-06-01,Asia. Japón,524.18612069,Asia,,Japón
2005-07-01,Asia. Japón,431.76626086,Asia,,Japón
2005-08-01,Asia. Japón,357.8773943,Asia,,Japón
2005-09-01,Asia. Japón,434.08354881,Asia,,Japón
2005-10-01,Asia. Japón,348.98153068,Asia,,Japón
2005-11-01,Asia. Japón,540.71625738,Asia,,Japón
2005-12-01,Asia. Japón,598.20138536,Asia,,Japón
2006-01-01,Asia. Japón,659.46426749,Asia,,Japón
2006-02-01,Asia. Japón,447.01691089,Asia,,Japón
2006-03-01,Asia. Japón,692.87690438,Asia,,Japón
2006-04-01,Asia. Japón,522.81667092,Asia,,Japón
2006-05-01,Asia. Japón,440.3918551,Asia,,Japón
2006-06-01,Asia. Japón,717.10082607,Asia,,Japón
2006-07-01,Asia. Japón,435.70460357,Asia,,Japón
2006-08-01,Asia. Japón,581.91666445,Asia,,Japón
2006-09-01,Asia. Japón,489.77708197,Asia,,Japón
2006-10-01,Asia. Japón,392.7486449,Asia,,Japón
2006-11-01,Asia. Japón,365.98867006,Asia,,Japón
2006-12-01,Asia. Japón,733.83220122,Asia,,Japón
2007-01-01,Asia. Japón,678.12793751,Asia,,Japón
2007-02-01,Asia. Japón,502.86420974,Asia,,Japón
2007-03-01,Asia. Japón,700.88569208,Asia,,Japón
2007-04-01,Asia. Japón,587.51514264,Asia,,Japón
2007-05-01,Asia. Japón,572.95690058,Asia,,Japón
2007-06-01,Asia. Japón,714.22094132,Asia,,Japón
2007-07-01,Asia. Japón,524.91795693,Asia,,Japón
2007-08-01,Asia. Japón,586.79992071,Asia,,Japón
2007-09-01,Asia. Japón,626.00891599,Asia,,Japón
2007-10-01,Asia. Japón,669.2655795,Asia,,Japón
2007-11-01,Asia. Japón,644.79761461,Asia,,Japón
2007-12-01,Asia. Japón,707.90265714,Asia,,Japón
2008-01-01,Asia. Japón,729.40583288,Asia,,Japón
2008-02-01,Asia. Japón,660.76662274,Asia,,Japón
2008-03-01,Asia. Japón,758.09614431,Asia,,Japón
2008-04-01,Asia. Japón,532.33594718,Asia,,Japón
2008-05-01,Asia. Japón,505.00325243,Asia,,Japón
2008-06-01,Asia. Japón,551.91665209,Asia,,Japón
2008-07-01,Asia. Japón,432.28474024,Asia,,Japón
2008-08-01,Asia. Japón,450.65776316,Asia,,Japón
2008-09-01,Asia. Japón,324.56627175,Asia,,Japón
2008-10-01,Asia. Japón,438.68750271,Asia,,Japón
2008-11-01,Asia. Japón,394.09734938,Asia,,Japón
2008-12-01,Asia. Japón,562.68777696,Asia,,Japón
2009-01-01,Asia. Japón,416.30788512,Asia,,Japón
2009-02-01,Asia. Japón,300.54463584,Asia,,Japón
2009-03-01,Asia. Japón,439.00842307,Asia,,Japón
2009-04-01,Asia. Japón,336.50033661,Asia,,Japón
2009-05-01,Asia. Japón,392.30820989,Asia,,Japón
2009-06-01,Asia. Japón,393.80331782,Asia,,Japón
2009-07-01,Asia. Japón,433.83808977,Asia,,Japón
2009-08-01,Asia. Japón,353.24845741,Asia,,Japón
2009-09-01,Asia. Japón,341.9170867,Asia,,Japón
2009-10-01,Asia. Japón,484.84285379,Asia,,Japón
2009-11-01,Asia. Japón,636.53133769,Asia,,Japón
2009-12-01,Asia. Japón,574.45376868,Asia,,Japón
2010-01-01,Asia. Japón,542.66553164,Asia,,Japón
2010-02-01,Asia. Japón,363.52242677,Asia,,Japón
2010-03-01,Asia. Japón,548.54009645,Asia,,Japón
2010-04-01,Asia. Japón,676.33811621,Asia,,Japón
2010-05-01,Asia. Japón,635.98790436,Asia,,Japón
2010-06-01,Asia. Japón,402.48519715,Asia,,Japón
2010-07-01,Asia. Japón,702.11268908,Asia,,Japón
2010-08-01,Asia. Japón,864.05444278,Asia,,Japón
2010-09-01,Asia. Japón,741.33480572,Asia,,Japón
2010-10-01,Asia. Japón,557.39923187,Asia,,Japón
2010-11-01,Asia. Japón,831.18369474,Asia,,Japón
2010-12-01,Asia. Japón,854.12517609,Asia,,Japón
2011-01-01,Asia. Japón,930.08113184,Asia,,Japón
2011-02-01,Asia. Japón,634.86607466,Asia,,Japón
2011-03-01,Asia. Japón,703.46002153,Asia,,Japón
2011-04-01,Asia. Japón,822.93009494,Asia,,Japón
2011-05-01,Asia. Japón,871.3429457,Asia,,Japón
2011-06-01,Asia. Japón,697.59603229,Asia,,Japón
2011-07-01,Asia. Japón,644.9518834,Asia,,Japón
2011-08-01,Asia. Japón,591.23522954,Asia,,Japón
2011-09-01,Asia. Japón,608.15442393,Asia,,Japón
2011-10-01,Asia. Japón,853.76760217,Asia,,Japón
2011-11-01,Asia. Japón,888.82870012,Asia,,Japón
2011-12-01,Asia. Japón,867.38698225,Asia,,Japón
2012-01-01,Asia. Japón,694.87872321,Asia,,Japón
2012-02-01,Asia. Japón,710.31853074,Asia,,Japón
2012-03-01,Asia. Japón,806.54508115,Asia,,Japón
2012-04-01,Asia. Japón,754.89207993,Asia,,Japón
2012-05-01,Asia. Japón,677.78464555,Asia,,Japón
2012-06-01,Asia. Japón,793.30743425,Asia,,Japón
2012-07-01,Asia. Japón,731.52323463,Asia,,Japón
2012-08-01,Asia. Japón,537.88885734,Asia,,Japón
2012-09-01,Asia. Japón,583.45051793,Asia,,Japón
2012-10-01,Asia. Japón,802.69768501,Asia,,Japón
2012-11-01,Asia. Japón,631.58730957,Asia,,Japón
2012-12-01,Asia. Japón,601.7880046,Asia,,Japón
2013-01-01,Asia. Japón,709.84853336,Asia,,Japón
2013-02-01,Asia. Japón,524.45617847,Asia,,Japón
2013-03-01,Asia. Japón,744.59805106,Asia,,Japón
2013-04-01,Asia. Japón,513.50455647,Asia,,Japón
2013-05-01,Asia. Japón,609.9668903,Asia,,Japón
2013-06-01,Asia. Japón,738.91544038,Asia,,Japón
2013-07-01,Asia. Japón,688.40901395,Asia,,Japón
2013-08-01,Asia. Japón,518.710713,Asia,,Japón
2013-09-01,Asia. Japón,558.42464028,Asia,,Japón
2013-10-01,Asia. Japón,660.02851324,Asia,,Japón
2013-11-01,Asia. Japón,469.95242975,Asia,,Japón
2013-12-01,Asia. Japón,750.18359224,Asia,,Japón
2014-01-01,Asia. Japón,569.803720358396,Asia,,Japón
2014-02-01,Asia. Japón,639.588386620678,Asia,,Japón
2014-03-01,Asia. Japón,835.054901664813,Asia,,Japón
2014-04-01,Asia. Japón,606.39826683,Asia,,Japón
2014-05-01,Asia. Japón,747.288536007243,Asia,,Japón
2014-06-01,Asia. Japón,473.658153352216,Asia,,Japón
2014-07-01,Asia. Japón,706.23800223,Asia,,Japón
2014-08-01,Asia. Japón,530.866684542881,Asia,,Japón
2014-09-01,Asia. Japón,411.642598593857,Asia,,Japón
2014-10-01,Asia. Japón,498.248077685784,Asia,,Japón
2014-11-01,Asia. Japón,629.459723987334,Asia,,Japón
2014-12-01,Asia. Japón,704.94188832501,Asia,,Japón
