periodo,origen,importaciones_musd,continente,subregion,pais
2017-05-01,América. América del Sur. Brasil,448.50481827853,América,América del Sur,Brasil
2017-06-01,América. América del Sur. Brasil,493.356853177633,América,América del Sur,Brasil
2017-07-01,América. América del Sur. Brasil,424.518382970055,América,América del Sur,Brasil
2017-08-01,América. América del Sur. Brasil,475.752949181573,América,América del Sur,Brasil
2017-09-01,América. América del Sur. Brasil,408.343072915391,América,América del Sur,Brasil
2017-10-01,América. América del Sur. Brasil,643.196357326767,América,América del Sur,Brasil
2017-11-01,América. América del Sur. Brasil,531.566521515103,América,América del Sur,Brasil
2017-12-01,América. América del Sur. Brasil,630.438785251613,América,América del Sur,Brasil
2018-01-01,América. América del Sur. Brasil,458.11432923778,América,América del Sur,Brasil
2018-02-01,América. América del Sur. Brasil,477.104142859673,América,América del Sur,Brasil
2018-03-01,América. América del Sur. Brasil,614.961014626126,América,América del Sur,Brasil
2018-04-01,América. América del Sur. Brasil,654.230212340131,América,América del Sur,Brasil
2018-05-01,América. América del Sur. Brasil,578.306847161282,América,América del Sur,Brasil
2018-06-01,América. América del Sur. Brasil,563.739051413476,América,América del Sur,Brasil
2018-07-01,América. América del Sur. Brasil,538.619862892527,América,América del Sur,Brasil
2018-08-01,América. América del Sur. Brasil,707.308959737101,América,América del Sur,Brasil
2018-09-01,América. América del Sur. Brasil,473.262945256382,América,América del Sur,Brasil
2018-10-01,América. América del Sur. Brasil,749.750374204799,América,América del Sur,Brasil
2018-11-01,América. América del Sur. Brasil,415.533284264862,América,América del Sur,Brasil
2018-12-01,América. América del Sur. Brasil,523.747698574929,América,América del Sur,Brasil
2019-01-01,América. América del Sur. Brasil,451.632780084402,América,América del Sur,Brasil
2019-02-01,América. América del Sur. Brasil,509.738504363439,América,América del Sur,Brasil
2019-03-01,América. América del Sur. Brasil,423.469229916649,América,América del Sur,Brasil
2019-04-01,América. América del Sur. Brasil,520.050971786502,América,América del Sur,Brasil
2019-05-01,América. América del Sur. Brasil,427.090670437439,América,América del Sur,Brasil
2019-06-01,América. América del Sur. Brasil,473.119080278417,América,América del Sur,Brasil
2019-07-01,América. América del Sur. Brasil,568.944846180697,América,América del Sur,Brasil
2019-08-01,América. América del Sur. Brasil,484.747384064468,América,América del Sur,Brasil
2019-09-01,América. América del Sur. Brasil,500.767479663555,América,América del Sur,Brasil
2019-10-01,América. América del Sur. Brasil,478.870528592986,América,América del Sur,Brasil
2019-11-01,América. América del Sur. Brasil,417.174046962473,América,América del Sur,Brasil
2019-12-01,América. América del Sur. Brasil,442.969010954541,América,América del Sur,Brasil
2020-01-01,América. América del Sur. Brasil,460.452620205132,América,América del Sur,Brasil
2020-02-01,América. América del Sur. Brasil,388.10072138434,América,América del Sur,Brasil
2020-03-01,América. América del Sur. Brasil,321.083279489903,América,América del Sur,Brasil
2020-04-01,América. América del Sur. Brasil,349.90740150393,América,América del Sur,Brasil
2020-05-01,América. América del Sur. Brasil,258.724915101953,América,América del Sur,Brasil
2020-06-01,América. América del Sur. Brasil,278.431217946901,América,América del Sur,Brasil
2020-07-01,América. América del Sur. Brasil,325.366395678368,América,América del Sur,Brasil
2020-08-01,América. América del Sur. Brasil,341.067095352512,América,América del Sur,Brasil
2020-09-01,América. América del Sur. Brasil,381.769710295963,América,América del Sur,Brasil
2020-10-01,América. América del Sur. Brasil,390.255610996733,América,América del Sur,Brasil
2020-11-01,América. América del Sur. Brasil,396.047995425056,América,América del Sur,Brasil
2020-12-01,América. América del Sur. Brasil,475.089727289929,América,América del Sur,Brasil
2021-01-01,América. América del Sur. Brasil,475.217422906196,América,América del Sur,Brasil
2021-02-01,América. América del Sur. Brasil,432.440167280585,América,América del Sur,Brasil
2021-03-01,América. América del Sur. Brasil,580.67134859682,América,América del Sur,Brasil
2021-04-01,América. América del Sur. Brasil,381.908278934882,América,América del Sur,Brasil
2021-05-01,América. América del Sur. Brasil,579.964256569994,América,América del Sur,Brasil
2021-06-01,América. América del Sur. Brasil,585.92821137466,América,América del Sur,Brasil
2021-07-01,América. América del Sur. Brasil,603.402046370663,América,América del Sur,Brasil
2021-08-01,América. América del Sur. Brasil,900.401958164573,América,América del Sur,Brasil
2021-09-01,América. América del Sur. Brasil,770.856092089186,América,América del Sur,Brasil
2021-10-01,América. América del Sur. Brasil,858.187631776361,América,América del Sur,Brasil
2021-11-01,América. América del Sur. Brasil,715.432823954892,América,América del Sur,Brasil
2021-12-01,América. América del Sur. Brasil,882.249935027718,América,América del Sur,Brasil
2022-01-01,América. América del Sur. Brasil,816.17866269,América,América del Sur,Brasil
2022-02-01,América. América del Sur. Brasil,792.27401473,América,América del Sur,Brasil
2022-03-01,América. América del Sur. Brasil,820.98043303,América,América del Sur,Brasil
2022-04-01,América. América del Sur. Brasil,852.50394613,América,América del Sur,Brasil
2022-05-01,América. América del Sur. Brasil,740.11366026,América,América del Sur,Brasil
2022-06-01,América. América del Sur. Brasil,1041.5226938,América,América del Sur,Brasil
2022-07-01,América. América del Sur. Brasil,829.97002706,América,América del Sur,Brasil
2022-08-01,América. América del Sur. Brasil,917.77456723,América,América del Sur,Brasil
2022-09-01,América. América del Sur. Brasil,1032.464857,América,América del Sur,Brasil
2022-10-01,América. América del Sur. Brasil,859.02532353,América,América del Sur,Brasil
2022-11-01,América. América del Sur. Brasil,899.41230158,América,América del Sur,Brasil
2022-12-01,América. América del Sur. Brasil,792.30433352,América,América del Sur,Brasil
2023-01-01,América. América del Sur. Brasil,698.46311126,América,América del Sur,Brasil
2023-02-01,América. América del Sur. Brasil,650.93795388,América,América del Sur,Brasil
2023-03-01,América. América del Sur. Brasil,1067.9599177,América,América del Sur,Brasil
2023-04-01,América. América del Sur. Brasil,633.14209213,América,América del Sur,Brasil
2023-05-01,América. América del Sur. Brasil,777.7289911,América,América del Sur,Brasil
2023-06-01,América. América del Sur. Brasil,678.59660427,América,América del Sur,Brasil
2023-07-01,América. América del Sur. Brasil,741.3572027,América,América del Sur,Brasil
2023-08-01,América. América del Sur. Brasil,822.80404489,América,América del Sur,Brasil
2023-09-01,América. América del Sur. Brasil,562.54713638,América,América del Sur,Brasil
2023-10-01,América. América del Sur. Brasil,815.49806923,América,América del Sur,Brasil
2023-11-01,América. América del Sur. Brasil,811.24655526,América,América del Sur,Brasil
2023-12-01,América. América del Sur. Brasil,565.65749606,América,América del Sur,Brasil
2024-01-01,América. América del Sur. Brasil,698.70026383,América,América del Sur,Brasil
2024-02-01,América. América del Sur. Brasil,607.73096085,América,América del Sur,Brasil
2024-03-01,América. América del Sur. Brasil,480.5852823,América,América del Sur,Brasil
2024-04-01,América. América del Sur. Brasil,582.9063981,América,América del Sur,Brasil
2024-05-01,América. América del Sur. Brasil,804.93640552,América,América del Sur,Brasil
2024-06-01,América. América del Sur. Brasil,503.11017893,América,América del Sur,Brasil
2024-07-01,América. América del Sur. Brasil,644.98850658,América,América del Sur,Brasil
2024-08-01,América. América del Sur. Brasil,737.62429724,América,América del Sur,Brasil
2024-09-01,América. América del Sur. Brasil,488.68867489,América,América del Sur,Brasil
2024-10-01,América. América del Sur. Brasil,728.60169519,América,América del Sur,Brasil
2024-11-01,América. América del Sur. Brasil,574.66891009,América,América del Sur,Brasil
2024-12-01,América. América del Sur. Brasil,648.53897728,América,América del Sur,Brasil
2025-01-01,América. América del Sur. Brasil,447.73347088,América,América del Sur,Brasil
2025-02-01,América. América del Sur. Brasil,617.89661538,América,América del Sur,Brasil
2025-03-01,América. América del Sur. Brasil,514.64418585,América,América del Sur,Brasil
2025-04-01,América. América del Sur. Brasil,603.84410291,América,América del Sur,Brasil
2025-05-01,América. América del Sur. Brasil,561.82596351,América,América del Sur,Brasil
2025-06-01,América. América del Sur. Brasil,723.4141076,América,América del Sur,Brasil
2025-07-01,América. América del Sur. Brasil,738.61010895,América,América del Sur,Brasil
2025-08-01,América. América del Sur. Brasil,631.89329616,América,América del Sur,Brasil
2025-09-01,América. América del Sur. Brasil,735.63570108,América,América del Sur,Brasil
2025-10-01,América. América del Sur. Brasil,695.12914665,América,América del Sur,Brasil
2025-11-01,América. América del Sur. Brasil,862.85893409,América,América del Sur,Brasil
2025-12-01,América. América del Sur. Brasil,717.75408397,América,América del Sur,Brasil
2026-01-01,América. América del Sur. Brasil,541.29397674,América,América del Sur,Brasil
2026-02-01,América. América del Sur. Brasil,553.46337899,América,América del Sur,Brasil
2026-03-01,América. América del Sur. Brasil,716.53611887,América,América del Sur,Brasil
2026-04-01,América. América del Sur. Brasil,660.59957372,América,América del Sur,Brasil
2026-05-01,América. América del Sur. Brasil,599.92564177,América,América del Sur,Brasil
2026-06-01,América. América del Sur. Brasil,842.8848253,América,América del Sur,Brasil
2003-01-01,América. América del Sur. Argentina,377.0392134577,América,América del Sur,Argentina
2003-02-01,América. América del Sur. Argentina,283.267301165662,América,América del Sur,Argentina
2003-03-01,América. América del Sur. Argentina,283.025685129461,América,América del Sur,Argentina
2003-04-01,América. América del Sur. Argentina,314.592873813769,América,América del Sur,Argentina
2003-05-01,América. América del Sur. Argentina,308.893627466934,América,América del Sur,Argentina
2003-06-01,América. América del Sur. Argentina,264.562484665186,América,América del Sur,Argentina
2003-07-01,América. América del Sur. Argentina,369.054134341231,América,América del Sur,Argentina
2003-08-01,América. América del Sur. Argentina,308.000418615147,América,América del Sur,Argentina
2003-09-01,América. América del Sur. Argentina,299.551782614731,América,América del Sur,Argentina
2003-10-01,América. América del Sur. Argentina,371.432209058737,América,América del Sur,Argentina
2003-11-01,América. América del Sur. Argentina,301.991321545934,América,América del Sur,Argentina
2003-12-01,América. América del Sur. Argentina,301.549979518316,América,América del Sur,Argentina
2004-01-01,América. América del Sur. Argentina,333.278825718897,América,América del Sur,Argentina
2004-02-01,América. América del Sur. Argentina,293.134358303268,América,América del Sur,Argentina
2004-03-01,América. América del Sur. Argentina,373.71832517733,América,América del Sur,Argentina
2004-04-01,América. América del Sur. Argentina,329.08539030256,América,América del Sur,Argentina
2004-05-01,América. América del Sur. Argentina,358.949912511907,América,América del Sur,Argentina
2004-06-01,América. América del Sur. Argentina,306.15685406644,América,América del Sur,Argentina
2004-07-01,América. América del Sur. Argentina,355.658781821723,América,América del Sur,Argentina
2004-08-01,América. América del Sur. Argentina,352.95730927546,América,América del Sur,Argentina
2004-09-01,América. América del Sur. Argentina,348.111912169047,América,América del Sur,Argentina
2004-10-01,América. América del Sur. Argentina,420.906237946304,América,América del Sur,Argentina
2004-11-01,América. América del Sur. Argentina,328.9166073156,América,América del Sur,Argentina
2004-12-01,América. América del Sur. Argentina,361.822113361624,América,América del Sur,Argentina
2005-01-01,América. América del Sur. Argentina,359.825933634762,América,América del Sur,Argentina
2005-02-01,América. América del Sur. Argentina,376.732241069536,América,América del Sur,Argentina
2005-03-01,América. América del Sur. Argentina,374.750313648314,América,América del Sur,Argentina
2005-04-01,América. América del Sur. Argentina,374.937657286539,América,América del Sur,Argentina
2005-05-01,América. América del Sur. Argentina,393.588597090495,América,América del Sur,Argentina
2005-06-01,América. América del Sur. Argentina,358.238222422569,América,América del Sur,Argentina
2005-07-01,América. América del Sur. Argentina,490.76433764965,América,América del Sur,Argentina
2005-08-01,América. América del Sur. Argentina,381.990651132102,América,América del Sur,Argentina
2005-09-01,América. América del Sur. Argentina,471.35552783865,América,América del Sur,Argentina
2005-10-01,América. América del Sur. Argentina,445.41371026634,América,América del Sur,Argentina
2005-11-01,América. América del Sur. Argentina,419.252360644422,América,América del Sur,Argentina
2005-12-01,América. América del Sur. Argentina,384.613121371605,América,América del Sur,Argentina
2006-01-01,América. América del Sur. Argentina,419.554444387899,América,América del Sur,Argentina
2006-02-01,América. América del Sur. Argentina,350.846103170244,América,América del Sur,Argentina
2006-03-01,América. América del Sur. Argentina,405.93546362734,América,América del Sur,Argentina
2006-04-01,América. América del Sur. Argentina,326.452056196502,América,América del Sur,Argentina
2006-05-01,América. América del Sur. Argentina,436.268617216766,América,América del Sur,Argentina
2006-06-01,América. América del Sur. Argentina,352.482922060615,América,América del Sur,Argentina
2006-07-01,América. América del Sur. Argentina,343.426080793358,América,América del Sur,Argentina
2006-08-01,América. América del Sur. Argentina,378.391484637731,América,América del Sur,Argentina
2006-09-01,América. América del Sur. Argentina,416.964134846707,América,América del Sur,Argentina
2006-10-01,América. América del Sur. Argentina,374.103391774971,América,América del Sur,Argentina
2006-11-01,América. América del Sur. Argentina,389.267151987982,América,América del Sur,Argentina
2006-12-01,América. América del Sur. Argentina,348.11410676866,América,América del Sur,Argentina
2007-01-01,América. América del Sur. Argentina,398.653669501736,América,América del Sur,Argentina
2007-02-01,América. América del Sur. Argentina,339.585460567179,América,América del Sur,Argentina
2007-03-01,América. América del Sur. Argentina,346.392650548715,América,América del Sur,Argentina
2007-04-01,América. América del Sur. Argentina,361.172409278377,América,América del Sur,Argentina
2007-05-01,América. América del Sur. Argentina,377.721785887417,América,América del Sur,Argentina
2007-06-01,América. América del Sur. Argentina,330.007870891567,América,América del Sur,Argentina
2007-07-01,América. América del Sur. Argentina,293.341728988772,América,América del Sur,Argentina
2007-08-01,América. América del Sur. Argentina,349.700915008838,América,América del Sur,Argentina
2007-09-01,América. América del Sur. Argentina,306.374952752358,América,América del Sur,Argentina
2007-10-01,América. América del Sur. Argentina,421.346980037901,América,América del Sur,Argentina
2007-11-01,América. América del Sur. Argentina,432.473802881994,América,América del Sur,Argentina
2007-12-01,América. América del Sur. Argentina,423.658627160784,América,América del Sur,Argentina
2008-01-01,América. América del Sur. Argentina,369.929616325991,América,América del Sur,Argentina
2008-02-01,América. América del Sur. Argentina,360.327006296497,América,América del Sur,Argentina
2008-03-01,América. América del Sur. Argentina,447.896499544286,América,América del Sur,Argentina
2008-04-01,América. América del Sur. Argentina,498.579732012776,América,América del Sur,Argentina
2008-05-01,América. América del Sur. Argentina,416.134120548168,América,América del Sur,Argentina
2008-06-01,América. América del Sur. Argentina,342.323624467526,América,América del Sur,Argentina
2008-07-01,América. América del Sur. Argentina,451.859961696037,América,América del Sur,Argentina
2008-08-01,América. América del Sur. Argentina,470.029787756462,América,América del Sur,Argentina
2008-09-01,América. América del Sur. Argentina,459.243879023449,América,América del Sur,Argentina
2008-10-01,América. América del Sur. Argentina,453.401192948362,América,América del Sur,Argentina
2008-11-01,América. América del Sur. Argentina,340.049519350528,América,América del Sur,Argentina
2008-12-01,América. América del Sur. Argentina,444.366424939518,América,América del Sur,Argentina
2009-01-01,América. América del Sur. Argentina,399.302479173012,América,América del Sur,Argentina
2009-02-01,América. América del Sur. Argentina,342.139053280751,América,América del Sur,Argentina
2009-03-01,América. América del Sur. Argentina,410.970499491389,América,América del Sur,Argentina
2009-04-01,América. América del Sur. Argentina,450.835596959476,América,América del Sur,Argentina
2009-05-01,América. América del Sur. Argentina,310.614314080337,América,América del Sur,Argentina
2009-06-01,América. América del Sur. Argentina,329.525248195651,América,América del Sur,Argentina
2009-07-01,América. América del Sur. Argentina,375.126961217319,América,América del Sur,Argentina
2009-08-01,América. América del Sur. Argentina,404.401651540055,América,América del Sur,Argentina
2009-09-01,América. América del Sur. Argentina,365.604749158886,América,América del Sur,Argentina
2009-10-01,América. América del Sur. Argentina,418.94789338354,América,América del Sur,Argentina
2009-11-01,América. América del Sur. Argentina,381.507822884241,América,América del Sur,Argentina
2009-12-01,América. América del Sur. Argentina,458.528140526209,América,América del Sur,Argentina
2010-01-01,América. América del Sur. Argentina,385.363017270822,América,América del Sur,Argentina
2010-02-01,América. América del Sur. Argentina,394.150169634579,América,América del Sur,Argentina
2010-03-01,América. América del Sur. Argentina,394.871189305807,América,América del Sur,Argentina
2010-04-01,América. América del Sur. Argentina,313.585888928367,América,América del Sur,Argentina
2010-05-01,América. América del Sur. Argentina,485.370223323956,América,América del Sur,Argentina
2010-06-01,América. América del Sur. Argentina,405.907260302416,América,América del Sur,Argentina
2010-07-01,América. América del Sur. Argentina,344.437335882034,América,América del Sur,Argentina
2010-08-01,América. América del Sur. Argentina,367.814605692005,América,América del Sur,Argentina
2010-09-01,América. América del Sur. Argentina,383.092375011323,América,América del Sur,Argentina
2010-10-01,América. América del Sur. Argentina,364.530806492689,América,América del Sur,Argentina
2010-11-01,América. América del Sur. Argentina,434.509833385594,América,América del Sur,Argentina
2010-12-01,América. América del Sur. Argentina,419.645581593783,América,América del Sur,Argentina
2011-01-01,América. América del Sur. Argentina,304.392164949238,América,América del Sur,Argentina
2011-02-01,América. América del Sur. Argentina,361.865591862689,América,América del Sur,Argentina
2011-03-01,América. América del Sur. Argentina,524.238608895197,América,América del Sur,Argentina
2011-04-01,América. América del Sur. Argentina,303.937895749458,América,América del Sur,Argentina
2011-05-01,América. América del Sur. Argentina,343.416620151882,América,América del Sur,Argentina
2011-06-01,América. América del Sur. Argentina,332.92961749296,América,América del Sur,Argentina
2011-07-01,América. América del Sur. Argentina,268.700557168524,América,América del Sur,Argentina
2011-08-01,América. América del Sur. Argentina,405.677143852268,América,América del Sur,Argentina
2011-09-01,América. América del Sur. Argentina,586.122206085208,América,América del Sur,Argentina
2011-10-01,América. América del Sur. Argentina,472.777721711547,América,América del Sur,Argentina
2011-11-01,América. América del Sur. Argentina,479.860146100747,América,América del Sur,Argentina
2011-12-01,América. América del Sur. Argentina,359.361466677115,América,América del Sur,Argentina
2012-01-01,América. América del Sur. Argentina,491.988969918214,América,América del Sur,Argentina
2012-02-01,América. América del Sur. Argentina,360.824564589562,América,América del Sur,Argentina
2012-03-01,América. América del Sur. Argentina,409.65993299059,América,América del Sur,Argentina
2012-04-01,América. América del Sur. Argentina,327.624558794195,América,América del Sur,Argentina
2012-05-01,América. América del Sur. Argentina,517.661192956111,América,América del Sur,Argentina
2012-06-01,América. América del Sur. Argentina,380.160176969285,América,América del Sur,Argentina
2012-07-01,América. América del Sur. Argentina,485.420845809305,América,América del Sur,Argentina
2012-08-01,América. América del Sur. Argentina,420.37482317343,América,América del Sur,Argentina
2012-09-01,América. América del Sur. Argentina,396.391838353079,América,América del Sur,Argentina
2012-10-01,América. América del Sur. Argentina,510.412863482638,América,América del Sur,Argentina
2012-11-01,América. América del Sur. Argentina,569.978289209103,América,América del Sur,Argentina
2012-12-01,América. América del Sur. Argentina,413.724901290103,América,América del Sur,Argentina
2013-01-01,América. América del Sur. Argentina,382.444460167742,América,América del Sur,Argentina
2013-02-01,América. América del Sur. Argentina,413.006895686086,América,América del Sur,Argentina
2013-03-01,América. América del Sur. Argentina,323.427400611641,América,América del Sur,Argentina
2013-04-01,América. América del Sur. Argentina,301.843311709181,América,América del Sur,Argentina
2013-05-01,América. América del Sur. Argentina,387.23664527641,América,América del Sur,Argentina
2013-06-01,América. América del Sur. Argentina,365.59368839545,América,América del Sur,Argentina
2013-07-01,América. América del Sur. Argentina,425.53731482616,América,América del Sur,Argentina
2013-08-01,América. América del Sur. Argentina,278.951831502508,América,América del Sur,Argentina
2013-09-01,América. América del Sur. Argentina,242.940729825273,América,América del Sur,Argentina
2013-10-01,América. América del Sur. Argentina,310.236558819329,América,América del Sur,Argentina
2013-11-01,América. América del Sur. Argentina,229.920941056373,América,América del Sur,Argentina
2013-12-01,América. América del Sur. Argentina,269.272234332218,América,América del Sur,Argentina
2014-01-01,América. América del Sur. Argentina,298.118954767048,América,América del Sur,Argentina
2014-02-01,América. América del Sur. Argentina,251.958689346618,América,América del Sur,Argentina
2014-03-01,América. América del Sur. Argentina,218.569649084066,América,América del Sur,Argentina
2014-04-01,América. América del Sur. Argentina,224.546737882962,América,América del Sur,Argentina
2014-05-01,América. América del Sur. Argentina,231.316955537415,América,América del Sur,Argentina
2014-06-01,América. América del Sur. Argentina,219.883082216104,América,América del Sur,Argentina
2014-07-01,América. América del Sur. Argentina,265.242339111549,América,América del Sur,Argentina
2014-08-01,América. América del Sur. Argentina,224.63312607829,América,América del Sur,Argentina
2014-09-01,América. América del Sur. Argentina,239.885564322579,América,América del Sur,Argentina
2014-10-01,América. América del Sur. Argentina,265.769372008482,América,América del Sur,Argentina
2014-11-01,América. América del Sur. Argentina,246.627880763878,América,América del Sur,Argentina
2014-12-01,América. América del Sur. Argentina,228.240258828182,América,América del Sur,Argentina
2015-01-01,América. América del Sur. Argentina,213.956448169625,América,América del Sur,Argentina
2015-02-01,América. América del Sur. Argentina,200.509692483152,América,América del Sur,Argentina
2015-03-01,América. América del Sur. Argentina,237.859775834518,América,América del Sur,Argentina
2015-04-01,América. América del Sur. Argentina,223.950263463817,América,América del Sur,Argentina
2015-05-01,América. América del Sur. Argentina,189.660602552627,América,América del Sur,Argentina
2015-06-01,América. América del Sur. Argentina,238.902994860927,América,América del Sur,Argentina
2015-07-01,América. América del Sur. Argentina,241.787182263801,América,América del Sur,Argentina
2015-08-01,América. América del Sur. Argentina,167.284756235297,América,América del Sur,Argentina
2015-09-01,América. América del Sur. Argentina,220.245323795277,América,América del Sur,Argentina
2015-10-01,América. América del Sur. Argentina,199.8734100663,América,América del Sur,Argentina
2015-11-01,América. América del Sur. Argentina,209.086706453951,América,América del Sur,Argentina
2015-12-01,América. América del Sur. Argentina,178.051658711613,América,América del Sur,Argentina
2016-01-01,América. América del Sur. Argentina,175.738579309942,América,América del Sur,Argentina
2016-02-01,América. América del Sur. Argentina,205.988426365833,América,América del Sur,Argentina
2016-03-01,América. América del Sur. Argentina,227.289191439438,América,América del Sur,Argentina
2016-04-01,América. América del Sur. Argentina,203.565606023673,América,América del Sur,Argentina
2016-05-01,América. América del Sur. Argentina,227.930582895503,América,América del Sur,Argentina
2016-06-01,América. América del Sur. Argentina,154.392373557213,América,América del Sur,Argentina
2016-07-01,América. América del Sur. Argentina,178.68181479157,América,América del Sur,Argentina
2016-08-01,América. América del Sur. Argentina,251.897701512379,América,América del Sur,Argentina
2016-09-01,América. América del Sur. Argentina,241.846565989763,América,América del Sur,Argentina
2016-10-01,América. América del Sur. Argentina,219.592699568934,América,América del Sur,Argentina
2016-11-01,América. América del Sur. Argentina,223.230134924493,América,América del Sur,Argentina
2016-12-01,América. América del Sur. Argentina,236.68720564861,América,América del Sur,Argentina
2017-01-01,América. América del Sur. Argentina,239.761150440851,América,América del Sur,Argentina
2017-02-01,América. América del Sur. Argentina,236.836483518874,América,América del Sur,Argentina
2017-03-01,América. América del Sur. Argentina,258.734007560206,América,América del Sur,Argentina
2017-04-01,América. América del Sur. Argentina,217.766135705721,América,América del Sur,Argentina
2017-05-01,América. América del Sur. Argentina,229.712177081368,América,América del Sur,Argentina
2017-06-01,América. América del Sur. Argentina,226.844132504462,América,América del Sur,Argentina
2017-07-01,América. América del Sur. Argentina,240.910218434978,América,América del Sur,Argentina
2017-08-01,América. América del Sur. Argentina,266.765786212152,América,América del Sur,Argentina
2017-09-01,América. América del Sur. Argentina,254.314215694616,América,América del Sur,Argentina
2017-10-01,América. América del Sur. Argentina,230.165422893021,América,América del Sur,Argentina
2017-11-01,América. América del Sur. Argentina,273.710372021507,América,América del Sur,Argentina
2017-12-01,América. América del Sur. Argentina,254.135067983362,América,América del Sur,Argentina
2018-01-01,América. América del Sur. Argentina,262.811518911345,América,América del Sur,Argentina
2018-02-01,América. América del Sur. Argentina,236.470174152741,América,América del Sur,Argentina
2018-03-01,América. América del Sur. Argentina,296.989742617791,América,América del Sur,Argentina
2018-04-01,América. América del Sur. Argentina,260.83504799535,América,América del Sur,Argentina
2018-05-01,América. América del Sur. Argentina,257.879327259355,América,América del Sur,Argentina
2018-06-01,América. América del Sur. Argentina,273.193435387361,América,América del Sur,Argentina
2018-07-01,América. América del Sur. Argentina,288.243363001373,América,América del Sur,Argentina
2018-08-01,América. América del Sur. Argentina,275.695039535076,América,América del Sur,Argentina
2018-09-01,América. América del Sur. Argentina,252.645482151154,América,América del Sur,Argentina
2018-10-01,América. América del Sur. Argentina,344.218832412792,América,América del Sur,Argentina
2018-11-01,América. América del Sur. Argentina,280.674232325317,América,América del Sur,Argentina
2018-12-01,América. América del Sur. Argentina,307.253527566423,América,América del Sur,Argentina
2019-01-01,América. América del Sur. Argentina,293.841869116417,América,América del Sur,Argentina
2019-02-01,América. América del Sur. Argentina,318.74628299372,América,América del Sur,Argentina
2019-03-01,América. América del Sur. Argentina,287.491769601959,América,América del Sur,Argentina
2019-04-01,América. América del Sur. Argentina,281.069643410746,América,América del Sur,Argentina
2019-05-01,América. América del Sur. Argentina,300.446779839948,América,América del Sur,Argentina
2019-06-01,América. América del Sur. Argentina,242.342541112499,América,América del Sur,Argentina
2019-07-01,América. América del Sur. Argentina,283.281871055297,América,América del Sur,Argentina
2019-08-01,América. América del Sur. Argentina,304.755968825748,América,América del Sur,Argentina
2019-09-01,América. América del Sur. Argentina,262.02823563886,América,América del Sur,Argentina
2019-10-01,América. América del Sur. Argentina,318.02202460993,América,América del Sur,Argentina
2019-11-01,América. América del Sur. Argentina,287.463362065169,América,América del Sur,Argentina
2019-12-01,América. América del Sur. Argentina,335.967730115956,América,América del Sur,Argentina
2020-01-01,América. América del Sur. Argentina,315.002671826759,América,América del Sur,Argentina
2020-02-01,América. América del Sur. Argentina,298.122898473194,América,América del Sur,Argentina
2020-03-01,América. América del Sur. Argentina,278.133729859249,América,América del Sur,Argentina
2020-04-01,América. América del Sur. Argentina,269.171799251009,América,América del Sur,Argentina
2020-05-01,América. América del Sur. Argentina,230.312153322097,América,América del Sur,Argentina
2020-06-01,América. América del Sur. Argentina,195.393033516472,América,América del Sur,Argentina
2020-07-01,América. América del Sur. Argentina,271.593672656403,América,América del Sur,Argentina
2020-08-01,América. América del Sur. Argentina,298.484383293733,América,América del Sur,Argentina
2020-09-01,América. América del Sur. Argentina,281.70284315137,América,América del Sur,Argentina
2020-10-01,América. América del Sur. Argentina,342.202278040726,América,América del Sur,Argentina
2020-11-01,América. América del Sur. Argentina,263.045555405465,América,América del Sur,Argentina
2020-12-01,América. América del Sur. Argentina,265.611306532209,América,América del Sur,Argentina
2021-01-01,América. América del Sur. Argentina,241.554560921105,América,América del Sur,Argentina
2021-02-01,América. América del Sur. Argentina,283.455495534944,América,América del Sur,Argentina
2021-03-01,América. América del Sur. Argentina,322.024767858137,América,América del Sur,Argentina
2021-04-01,América. América del Sur. Argentina,363.744580870028,América,América del Sur,Argentina
2021-05-01,América. América del Sur. Argentina,377.824119172528,América,América del Sur,Argentina
2021-06-01,América. América del Sur. Argentina,357.051184430675,América,América del Sur,Argentina
2021-07-01,América. América del Sur. Argentina,435.248647146256,América,América del Sur,Argentina
2021-08-01,América. América del Sur. Argentina,429.897385979247,América,América del Sur,Argentina
2021-09-01,América. América del Sur. Argentina,476.790165614706,América,América del Sur,Argentina
2021-10-01,América. América del Sur. Argentina,550.061122801532,América,América del Sur,Argentina
2021-11-01,América. América del Sur. Argentina,521.622032923984,América,América del Sur,Argentina
2021-12-01,América. América del Sur. Argentina,526.311611173908,América,América del Sur,Argentina
2022-01-01,América. América del Sur. Argentina,387.1106803,América,América del Sur,Argentina
2022-02-01,América. América del Sur. Argentina,526.80725708,América,América del Sur,Argentina
2022-03-01,América. América del Sur. Argentina,564.40823542,América,América del Sur,Argentina
2022-04-01,América. América del Sur. Argentina,440.226345,América,América del Sur,Argentina
2022-05-01,América. América del Sur. Argentina,582.16045211,América,América del Sur,Argentina
2022-06-01,América. América del Sur. Argentina,510.26318855,América,América del Sur,Argentina
2022-07-01,América. América del Sur. Argentina,373.87060993,América,América del Sur,Argentina
2022-08-01,América. América del Sur. Argentina,593.21363744,América,América del Sur,Argentina
2022-09-01,América. América del Sur. Argentina,574.13807938,América,América del Sur,Argentina
2022-10-01,América. América del Sur. Argentina,494.53132416,América,América del Sur,Argentina
2022-11-01,América. América del Sur. Argentina,469.53534822,América,América del Sur,Argentina
2022-12-01,América. América del Sur. Argentina,439.97947057,América,América del Sur,Argentina
2023-01-01,América. América del Sur. Argentina,388.63586822,América,América del Sur,Argentina
