periodo,origen,importaciones_musd,continente,subregion,pais
2005-03-01,América. América del Norte. México,62.9622963981251,América,América del Norte,México
2005-04-01,América. América del Norte. México,58.5803184173986,América,América del Norte,México
2005-05-01,América. América del Norte. México,84.0259684941862,América,América del Norte,México
2005-06-01,América. América del Norte. México,59.1060923338052,América,América del Norte,México
2005-07-01,América. América del Norte. México,69.9007841430713,América,América del Norte,México
2005-08-01,América. América del Norte. México,66.3075782505501,América,América del Norte,México
2005-09-01,América. América del Norte. México,70.4120308051778,América,América del Norte,México
2005-10-01,América. América del Norte. México,101.467105850978,América,América del Norte,México
2005-11-01,América. América del Norte. México,81.3428139000543,América,América del Norte,México
2005-12-01,América. América del Norte. México,61.6828015071345,América,América del Norte,México
2006-01-01,América. América del Norte. México,53.5729970756146,América,América del Norte,México
2006-02-01,América. América del Norte. México,76.3303256876906,América,América del Norte,México
2006-03-01,América. América del Norte. México,90.7001935210172,América,América del Norte,México
2006-04-01,América. América del Norte. México,82.0160096385256,América,América del Norte,México
2006-05-01,América. América del Norte. México,92.8095987266535,América,América del Norte,México
2006-06-01,América. América del Norte. México,88.0161997303854,América,América del Norte,México
2006-07-01,América. América del Norte. México,85.5217259206217,América,América del Norte,México
2006-08-01,América. América del Norte. México,79.4019664599017,América,América del Norte,México
2006-09-01,América. América del Norte. México,81.3813504325459,América,América del Norte,México
2006-10-01,América. América del Norte. México,114.605231095303,América,América del Norte,México
2006-11-01,América. América del Norte. México,116.020074888049,América,América del Norte,México
2006-12-01,América. América del Norte. México,83.6823458460736,América,América del Norte,México
2007-01-01,América. América del Norte. México,92.7553103513017,América,América del Norte,México
2007-02-01,América. América del Norte. México,103.328002086555,América,América del Norte,México
2007-03-01,América. América del Norte. México,90.0459654909896,América,América del Norte,México
2007-04-01,América. América del Norte. México,120.561253455837,América,América del Norte,México
2007-05-01,América. América del Norte. México,125.170415496085,América,América del Norte,México
2007-06-01,América. América del Norte. México,116.174189329962,América,América del Norte,México
2007-07-01,América. América del Norte. México,85.1923065550724,América,América del Norte,México
2007-08-01,América. América del Norte. México,133.590664119192,América,América del Norte,México
2007-09-01,América. América del Norte. México,110.195129077951,América,América del Norte,México
2007-10-01,América. América del Norte. México,137.703604519889,América,América del Norte,México
2007-11-01,América. América del Norte. México,153.72999253623,América,América del Norte,México
2007-12-01,América. América del Norte. México,107.424562489021,América,América del Norte,México
2008-01-01,América. América del Norte. México,113.723168794166,América,América del Norte,México
2008-02-01,América. América del Norte. México,146.591753381183,América,América del Norte,México
2008-03-01,América. América del Norte. México,146.529979980082,América,América del Norte,México
2008-04-01,América. América del Norte. México,152.705828963199,América,América del Norte,México
2008-05-01,América. América del Norte. México,166.892577861206,América,América del Norte,México
2008-06-01,América. América del Norte. México,165.633783398632,América,América del Norte,México
2008-07-01,América. América del Norte. México,174.649224877842,América,América del Norte,México
2008-08-01,América. América del Norte. México,164.485717865011,América,América del Norte,México
2008-09-01,América. América del Norte. México,142.036703316968,América,América del Norte,México
2008-10-01,América. América del Norte. México,197.390641605819,América,América del Norte,México
2008-11-01,América. América del Norte. México,126.778069941305,América,América del Norte,México
2008-12-01,América. América del Norte. México,85.5819401521186,América,América del Norte,México
2009-01-01,América. América del Norte. México,80.9333822311718,América,América del Norte,México
2009-02-01,América. América del Norte. México,63.4139765481063,América,América del Norte,México
2009-03-01,América. América del Norte. México,77.8053606938322,América,América del Norte,México
2009-04-01,América. América del Norte. México,74.9222154515863,América,América del Norte,México
2009-05-01,América. América del Norte. México,79.4176696923806,América,América del Norte,México
2009-06-01,América. América del Norte. México,89.7837174220014,América,América del Norte,México
2009-07-01,América. América del Norte. México,109.048797396466,América,América del Norte,México
2009-08-01,América. América del Norte. México,109.445838007387,América,América del Norte,México
2009-09-01,América. América del Norte. México,119.162364356298,América,América del Norte,México
2009-10-01,América. América del Norte. México,152.574374326219,América,América del Norte,México
2009-11-01,América. América del Norte. México,139.886484946487,América,América del Norte,México
2009-12-01,América. América del Norte. México,115.004220890994,América,América del Norte,México
2010-01-01,América. América del Norte. México,99.5969727153946,América,América del Norte,México
2010-02-01,América. América del Norte. México,124.202285882196,América,América del Norte,México
2010-03-01,América. América del Norte. México,157.918252952304,América,América del Norte,México
2010-04-01,América. América del Norte. México,159.055651232438,América,América del Norte,México
2010-05-01,América. América del Norte. México,201.199452831017,América,América del Norte,México
2010-06-01,América. América del Norte. México,200.105544873432,América,América del Norte,México
2010-07-01,América. América del Norte. México,200.718001692538,América,América del Norte,México
2010-08-01,América. América del Norte. México,227.772663461114,América,América del Norte,México
2010-09-01,América. América del Norte. México,196.23396553043,América,América del Norte,México
2010-10-01,América. América del Norte. México,199.501523821138,América,América del Norte,México
2010-11-01,América. América del Norte. México,172.167130351408,América,América del Norte,México
2010-12-01,América. América del Norte. México,165.333324282474,América,América del Norte,México
2011-01-01,América. América del Norte. México,134.29418576128,América,América del Norte,México
2011-02-01,América. América del Norte. México,137.236232301749,América,América del Norte,México
2011-03-01,América. América del Norte. México,187.510466839808,América,América del Norte,México
2011-04-01,América. América del Norte. México,223.575438750584,América,América del Norte,México
2011-05-01,América. América del Norte. México,244.805689038211,América,América del Norte,México
2011-06-01,América. América del Norte. México,232.967055309789,América,América del Norte,México
2011-07-01,América. América del Norte. México,199.358269451668,América,América del Norte,México
2011-08-01,América. América del Norte. México,211.328444458959,América,América del Norte,México
2011-09-01,América. América del Norte. México,246.495696686193,América,América del Norte,México
2011-10-01,América. América del Norte. México,197.25857502463,América,América del Norte,México
2011-11-01,América. América del Norte. México,268.381100101304,América,América del Norte,México
2011-12-01,América. América del Norte. México,222.381957923799,América,América del Norte,México
2012-01-01,América. América del Norte. México,143.647340116317,América,América del Norte,México
2012-02-01,América. América del Norte. México,179.449296522651,América,América del Norte,México
2012-03-01,América. América del Norte. México,204.843497594277,América,América del Norte,México
2012-04-01,América. América del Norte. México,212.858048899661,América,América del Norte,México
2012-05-01,América. América del Norte. México,226.408053910007,América,América del Norte,México
2012-06-01,América. América del Norte. México,261.027812379409,América,América del Norte,México
2012-07-01,América. América del Norte. México,201.305743511804,América,América del Norte,México
2012-08-01,América. América del Norte. México,252.976844187054,América,América del Norte,México
2012-09-01,América. América del Norte. México,236.698273052424,América,América del Norte,México
2012-10-01,América. América del Norte. México,301.143402479865,América,América del Norte,México
2012-11-01,América. América del Norte. México,177.497046384221,América,América del Norte,México
2012-12-01,América. América del Norte. México,183.377534939571,América,América del Norte,México
2013-01-01,América. América del Norte. México,182.212742360968,América,América del Norte,México
2013-02-01,América. América del Norte. México,178.746753876811,América,América del Norte,México
2013-03-01,América. América del Norte. México,189.668681793311,América,América del Norte,México
